index,Loc,Dept #,SKU,Description,UPC,QOH,Mfg Part #,Retail,STATUS
7601,DISC,70,75448,STAKE BAMBOO 3' 25/PK,048307210036,0,BB3,3.69,zero
7602,DISC,70,75449,BAMBOO STAKE 4FT PK/25,048307210043,0,BB4,4.89,zero
7603,22L04,70,75471,FERTILIZ LIQ 4OZ SHULTZ,712626968700,0,S-1011,4.99,zero
7604,DISC,70,75490,FERT SUPR TURF+HALTS 5M,032247038058,0,3805,25.99,zero
7605,DISC,70,75491,FERT SUPR TURF BLDR+2 5M,032247030052,0,3005,20.99,zero
7606,22L05,70,75495,FERT ALL PURP FOOD 3#,032247009003,3,1009001,7.99,minimal
7607,22L05,70,75497,EVGRNTREESHRUB FOOD 3#,032247009102,0,1009101,7.99,zero
7608,22L05,70,75501,FERTILIZR ROSE FOOD 3#,032247009508,3,1009501,7.99,minimal
7609,NEW,70,75540,PELLETIZED LIME 40LB,742786902047,0,54050860,5.59,zero
7610,06R06,70,75610,ROPE DERBY BL/WH 3/8X50',082901756101,1,75610,17.99,minimal
7611,33W01,70,75623,"POSTHOLE DGGR WD5.5""JR",031365012407,0,21025,25.99,zero
7612,NEW,70,75641,WEED-B-GON MAX RTU GAL,071549040420,0,0404210,13.99,zero
7613,23L06,76,75695,LINE TRIMMER B&D.065 20',028872013607,1,RS-136,9.99,minimal
7614,DISC,70,75711,"TIE STRETCH 1""X150'",048307800626,1,T006A,5.99,minimal
7615,DISC,70,75712,TIE TWIST PLSTC 164',048307800923,0,T009A,7.49,zero
7616,06R06,70,75750,ROPE DERBY RD/WH 3/8X50',082901757504,1,75750,17.99,minimal
7617,06R06,70,75751,ROPE DERBY BL/WH 5/8X20',082901757511,1,75751,16.99,minimal
7618,06R06,70,75752,ROPE DERBY RD/WH 5/8X20',082901757528,3,75752,16.99,minimal
7619,06R06,70,75754,TWINE TWNYLON #18X5250RG,082901757542,0,75754,8.99,zero
7620,06R06,70,75755,"ROPE BRAD POLY1/4""X100'",082901757559,3,75755,12.99,minimal
7621,31L02,76,75783,COMPOSTR BACTERIAL 2.5#,033051011343,1,CA-2.5-12,9.99,minimal
7622,06R06,70,75845,TWINE POLY KITE 600',082901758457,6,75845,2.59,minimal
7623,06R06,70,75851,ROPE MULTI NYLON 1/8X48,082901758518,0,75851,5.99,zero
7624,06R06,70,75852,ROPE COTTON CORD 9/64X48,082901758525,0,75852,3.99,zero
7625,06R06,70,75853,"ROPE MANILA 1/4""X50 COIL",082901758532,0,75853,7.99,zero
7626,22R06,70,75861,"EDGING PRO 20'X5"" W/COUP",011047259207,1,25920,12.99,minimal
7627,DISC,76,75872,OIL 2-CYCLE 3.2OZ POULAN,024761040808,0,952030133,3.29,zero
7628,DISC,70,75883,FERT SUPR TURFBLDR+2 15M,032247249928,0,3015,49.99,zero
7629,33R01,76,75886,CHAINSAW GREASE GUN1.5OZ,036577001539,2,26365,8.59,minimal
7630,33R01,76,75887,"CHNSW FILE & GUIDE 5/32""",036577001393,0,25894,12.99,zero
7631,33R01,76,75888,"CHNSW FILE & GUIDE 7/32""",036577001386,2,25892,12.99,minimal
7632,33R01,76,75889,"CHAIN CHAIN SAW 20"" #H78",036577003205,1,H78,32.99,minimal
7633,22R03,70,75892,"TERRA COTTA SAUCER 10""",726232242413,0,87250PZ,4.99,zero
7634,22R07,70,75899,"EDGING LAWN PRO 6""X20'",011047226209,2,22620,14.99,minimal
7635,22L01,70,75905,MOUSE PRUF II 4PK D-CON,019200009485,0,1920000948,7.99,zero
7636,04L08,70,75907,TARP POLY BRN/GRN 8X10,082901759072,3,75907 ACE-R,9.99,minimal
7637,04L08,70,75909,TARP POLY BRN/GRN 10X12,082901759096,0,75909 ACE-R,15.99,zero
7638,04L08,70,75912,TARP POLY BRN/GRN 16X20,082901759126,0,75912ACE-R,41.99,zero
7639,23R06,70,75919,TRAP JAPANESE BEETL 5M,010106169013,3,HG-56901,8.59,minimal
7640,23R06,70,75920,TRAP BEETLE BAG BUG 6PK,071121169037,3,HG-56903,5.99,minimal
7641,23R06,70,75921,STAND TRAP BEETLE,071121169044,1,HG-56904,6.99,minimal
7642,23R06,70,75922,BAIT REPL J-BEETLE TRAP,010106169051,3,HG-16905-8,6.99,minimal
7643,22L08,70,75979,STEEL STAKE 6FT,035355008067,3,SS6,3.99,minimal
7644,22L08,70,75980,STEEL STAKE 5FT,035355008050,0,SS5,2.99,zero
7645,22L08,70,75981,STEEL STAKE 4FT,035355008043,7,SS4,2.99,minimal
7646,22L08,70,75982,STEEL STAKE 3FT,035355008036,20,SS3,1.99,minimal
7647,22L02,70,75995,"ORNAMENT OWL PLASTIC 16""",016069000301,2,OW-6,12.99,minimal
7648,08L04,50,76335,GUIDE DOOR FLOOR UNIV,078874160922,7,161092,3.59,minimal
7649,06R05,50,76454,SCREW EYE.047X7/16 CD14,082901134589,1,01-3466-132,2.39,minimal
7650,06R05,50,76458,"SCREW EYE.098X1"" CD10",082901134701,2,01-3466-156,2.39,minimal
7651,06R05,50,76460,SCREW EYE.191X1-13/16CD5,082901134794,3,01-3467-219,2.39,minimal
7652,06R05,50,76468,"HOOK ROPE .236""X2.56""",039208212960,0,02-3968-530,1.99,zero
7653,02L03,50,76469,HOOK TOOL SCREWIN BULK,079325713506,0,SS13-25,1.39,zero
7654,06R05,50,76473,"HOOK&EYE 2-1/2"" BRS CD2",082901135036,4,01-3470-257,4.59,minimal
7655,06R05,50,76475,HOOK CUP.079X5/8P BRSCD5,082901135203,5,01-3477-468,2.39,minimal
7656,06R05,50,76479,"LAG EYE BOLT 1/4""X3""",039208212311,0,02-3463-231,1.79,zero
7657,06R05,50,76480,"BOLT EYE W/NUT 1/4""X6""",039208210782,4,02-3456-246,1.39,minimal
7658,06R05,50,76481,"BOLT EYE W/NUT5/16""X6""",039208210829,10,02-3456-254,1.79,minimal
7659,06R05,50,76482,"TURNBKL 3/8""X10-1/4"" EE",039208210072,3,02-3426-125,8.59,minimal
7660,06R05,50,76484,"TURNBKL 3/8""X10-1/4"" EHK",039208210171,4,02-3427-312,8.59,minimal
7661,06R05,50,76485,"BOLT U 1/4X3/4""X1-1/2""",039208210287,0,02-3450-101,2.39,zero
7662,06R05,50,76495,HOOK SHLDR 1-1/2 BRS 4PK,082901135180,3,01-3476-627,2.39,minimal
7663,HILMN,56,76507,"SCR MCH PH PN  8-32X3/8""",008236141092,0,0828472,8.99,zero
7664,NEW,50,76554,"NUMBER HOUSE""1""3-1/2""AL",029069102517,0,CA-25/1,2.39,zero
7665,NEW,50,76555,"NUMBER HOUSE""2""3-1/2""AL",029069102524,0,CA-25/2,2.39,zero
7666,NEW,50,76556,"NUMBER HOUSE""3""3-1/2""AL",029069102531,4,CA-25/3,2.39,minimal
7667,NEW,50,76557,"NUMBER HOUSE""4""3-1/2""AL",029069102548,0,CA-25/4,2.39,zero
7668,NEW,50,76558,"NUMBER HOUSE""5""3-1/2""AL",029069102555,0,CA-25/5,2.39,zero
7669,NEW,50,76559,"NUMBER HOUSE""6""3-1/2""AL",029069102562,0,CA-25/6,2.39,zero
7670,NEW,50,76560,"NUMBER ""7"" WHT",029069102579,0,CA-25/7,2.39,zero
7671,NEW,50,76561,"NUMBER HOUSE""8""3-1/2""AL",029069102586,0,CA-25/8,2.39,zero
7672,NEW,50,76562,"NUMBER HOUSE""9""3-1/2""AL",029069102593,0,CA-25/9,2.39,zero
7673,NEW,50,76563,"NUMBER HOUSE""0""3-1/2""AL",029069102500,0,CA-25/0,2.39,zero
7674,06R07,50,76564,"NUMBER HOUSE""1""3D4""PLSTC",029069102913,0,PN-29/1,1.59,zero
7675,06R07,50,76565,"NUMBER HOUSE""2""3D4""PLSTC",029069102920,0,PN-29/2,1.59,zero
7676,06R07,50,76566,"NUMBER HOUSE""3""3D4""PLSTC",029069102937,0,PN-29/3,1.59,zero
7677,06R07,50,76567,"NUMBER HOUSE""4""3D4""PLSTC",029069102944,0,PN-29/4,1.59,zero
7678,06R07,50,76568,"NUMBER HOUSE""5""3D4""PLSTC",029069102951,0,PN-29/5,1.59,zero
7679,06R07,50,76569,"NUMBER HOUSE""6""3D4""PLSTC",029069102968,0,PN-29/6,1.59,zero
7680,06R07,50,76570,"NUMBER HOUSE""7""3D4""PLSTC",029069102975,0,PN-29/7,1.59,zero
7681,06R07,50,76571,"NUMBER HOUSE""8""3D4""PLSTC",029069102982,0,PN-29/8,1.59,zero
7682,06R07,50,76572,"NUMBER HOUSE""9""3D4""PLSTC",029069102999,0,PN-29/9,1.59,zero
7683,06R07,50,76573,"NUMBER HOUSE""0""3D4""PLSTC",029069102906,0,PN-29/0,1.59,zero
7684,06R08,50,76586,"SIGN YARD SALE9X12""PLAST",029069030339,0,3033,1.79,zero
7685,06R08,50,76588,"SIGN GAR SALE 9X12""PLAST",029069030230,0,3023,1.79,zero
7686,06R08,50,76594,"SIGN USE OTHER DOOR2X8""",084100000450,0,445,1.99,zero
7687,06R08,50,76597,"SIGN AUTO FOR SALE15X19""",029069001124,0,SP-112,4.59,zero
7688,NEW,70,76697,STAKE GARDEN 4' HARDWOOD,034613094002,0,9400,2.59,zero
7689,22L08,70,76698,STAKE GARDEN 5' HARDWOOD,035355095005,0,9500,2.79,zero
7690,NEW,70,76699,STAKE GARDEN 6' HARDWOOD,034613007859,0,9600,2.99,zero
7691,32W01,70,76763,"ROTO PLANTER 24""",033607007035,2,6701,27.99,minimal
7692,31R03,70,76792,SLEDGE 2 FACE 6# COLLINS,042904600061,1,MD-6H-C/32425,25.99,minimal
7693,31R03,70,76793,SLEDGE 2 FACE 8# COLLINS,042904800089,1,MD-8H-C/32426,27.99,minimal
7694,31R03,70,76794,SLEDGE DBL FACE 10LB,042904100103,1,MD-10H-C/32427,33.99,minimal
7695,31R03,70,76795,SLEDGE 2 FACE12# COLLINS,042904100127,1,MD-12H-C/32428,44.99,minimal
7696,22L04,70,76800,FERTILIZ AFR VIOLET4.0OZ,712626968731,0,S-1061,4.99,zero
7697,23L06,76,76804,LINE TRIMR.065 COMM.40',082901768043,3,AC-WLM-65,4.99,minimal
7698,23L06,76,76805,LINE TRIMR.080 COMM. 40',082901768050,0,AC-WLM-80,4.99,zero
7699,23L06,76,76806,LINE TRIMR.095 COMM.40',082901768067,0,AC-WLM-95,4.99,zero
7700,23L06,76,76807,LINE TRIMR.105 COMM. 30',082901768074,2,AC-WLM-105,5.99,minimal
7701,NEW,76,76830,EASY RLLR JR LAWNCART3CF,049206246362,0,2463675,38.99,zero
7702,NEW,76,76867,TRIMMER LIN .095/819',082901768678,0,AC-WLM-395,41.99,zero
7703,DISC,76,76871,FILTER MOWER B&S SPRINT,082901768715,1,AC-BAF-120,5.99,minimal
7704,DISC,70,76903,BARK GUARD JOBE'S,038398005222,0,522,8.49,zero
7705,32W02,70,76911,"TROWEL HAND POLY 10""",082901769118,4,GT0110G,2.79,minimal
7706,32W02,70,76912,"TRANSPLANTER HAND 10""",082901769125,9,GT0111G,2.79,minimal
7707,32W02,70,76913,"CULTIVATOR POLY HANDL 9""",082901769132,0,GT0112G,2.79,zero
7708,32W02,70,76914,"WEEDER POLY HANDLE 10""",082901769149,2,GT0113,2.79,minimal
7709,33R02,76,76924,BLOWER/VAC SUPER 12AMP,021038516189,0,51618,69.99,zero
7710,24R06,70,76935,Q-CONNECT FAUCET SET,082901769354,2,1609729301,4.59,minimal
7711,24R04,70,76943,"NOZZLE TWIST 4"" BRASS",082901769439,1,GT3184,7.99,minimal
7712,24R06,70,76945,ADAPTR HOSE GOOSNECK,082901769453,2,GT8492,8.59,minimal
7713,24R06,70,76953,Q-CONNECT STARTER SET,082901769538,2,1609729302,9.99,minimal
7714,UNKWN,70,76979,SPRAYER SHUT OFF ACE POL,023883646264,1,6-4626,9.99,minimal
7715,23R05,70,76989,TRAP MOTH PANTRY PEST2PK,043786051408,0,05140,8.99,zero
7716,HILMN,56,77064,PHILLIP FH WS Z 12X3/4,008236045390,0,40144,6.49,zero
7717,HILMN,56,77068,PHILLIP FH WS Z 14X1 1/4,008236045536,0,40177,9.79,zero
7718,HILMN,56,77080,PHILLIP FH WS Z 10X3 1/2,008236045376,0,40142,17.49,zero
7719,HILMN,56,77082,PHILLIP FH WS Z 10X4,008236045383,0,40143,22.99,zero
7720,HILMN,56,77083,PHILLIP FH WS Z 12X4,008236045505,0,40172,22.99,zero
7721,HILMN,56,77084,PHILLIP FH WS Z 14X4,008236045611,0,40198,27.99,zero
7722,08L06,56,77092,SCREW PH CS 6X1 BLK 5#,082901134343,1,500202 ACE,19.99,minimal
7723,08L06,56,77093,SCREW PH CS 6X1.25BLK 5#,082901134350,2,500206 ACE,19.99,minimal
7724,08L06,56,77094,SCREW PH CS6X1-5/8BLK5#,082901134367,5,500208 ACE,19.99,minimal
7725,08L06,56,77095,SCREW PH CS 6X2 BLK 5#,082901134374,2,500210 ACE,19.99,minimal
7726,08L06,56,77096,SCREW PH CS 8X2.5 BLK 5#,082901134381,2,500222 ACE,19.99,minimal
7727,08L06,56,77097,SCREW PH CS 8X3 BLK 5#,082901134398,1,500224 ACE,19.99,minimal
7728,HILMN,56,77102,FH PHL MS Z 8-32X1 1/4,008236063813,0,101059,5.79,zero
7729,HILMN,56,77105,FH PHL MS Z 10-32X1/2,008236063950,0,101098,4.99,zero
7730,HILMN,56,77106,FH PHL MS Z 10-32X3/4,008236063974,0,101100,5.29,zero
7731,HILMN,56,77107,FH PHL MS Z 10-32X1,008236063998,0,101102,5.79,zero
7732,HILMN,56,77108,FH PHL MS Z 10-32X1 1/2,008236064018,0,101104,7.29,zero
7733,HILMN,56,77109,FH PHL MS Z 10-32X2,008236064025,0,101108,8.99,zero
7734,HILMN,56,77141,CH RD MS Z 10-32X1 1/4,008236059717,0,90308,6.49,zero
7735,HILMN,56,77203,FH PHILIP SMS Z 6X5/8,008236056563,0,80162,3.79,zero
7736,HILMN,56,77217,PHILIP PN SMS Z 6X1 1/4,008236055948,0,80020,4.89,zero
7737,HILMN,56,77223,PHILIP PN SMS Z 10X2 1/2,008236056228,0,80086,12.99,zero
7738,HILMN,56,77224,PHILIP PN SMS Z 10X3,008236056242,0,80088,15.99,zero
7739,HILMN,56,77235,FENDER WASH Z 1/8X3/4,008236090246,0,290001,6.79,zero
7740,HILMN,56,77236,FENDER WASH Z 5/32X7/8,008236090253,0,290002,6.99,zero
7741,HILMN,56,77237,FENDER WASH Z 3/16X1,008236090260,0,290003,7.99,zero
7742,HILMN,56,77238,FENDER WASH Z 5/16X1 1/2,008236090345,0,290027,15.99,zero
7743,HILMN,56,77240,FENDER WASH Z 3/8X1 1/4,008236090369,0,290033,11.99,zero
7744,HILMN,56,77382,RAWL TAPR HWH 3/16X2-1/4,008236385526,0,375288,21.99,zero
7745,HILMN,56,77383,RAWL TAPR HWH 3/16X3-1/4,008236385540,0,375290,30.99,zero
7746,HILMN,56,77386,RAWL TAPR HWH 1/4X2-1/4,008236385595,0,375295,26.99,zero
7747,HILMN,56,77387,RAWL TAPR HWH 1/4X3-1/4,008236385618,0,375297,38.99,zero
7748,HILMN,56,77388,RAWL TAPR HWH 1/4X3-3/4,008236385625,0,375298,47.99,zero
7749,HILMN,56,77389,RAWL TAPR HWH 1/4X4,008236385632,0,375299,50.99,zero
7750,HILMN,56,77390,TAPPER BIT 3/16X5-1/2,075352643441,0,375225,5.99,zero
7751,06W01,56,77393,TAPPER BIT 5/32X5-1/2,075352643380,0,375222,5.29,zero
7752,HILMN,56,77396,RAWL TAPR FHP 3/16X1-1/4,008236385649,0,375300,17.49,zero
7753,HILMN,56,77397,RAWL TAPR FHP 3/16X1-3/4,008236385656,0,375301,20.99,zero
7754,HILMN,56,77398,RAWL TAPR FHP 3/16X3-1/4,008236385687,0,375304,30.99,zero
7755,HILMN,56,77402,RAWL TAPR FHP 1/4X1-3/4,008236385724,0,375308,24.99,zero
7756,HILMN,56,77403,RAWL TAPR FHP 1/4X3-1/4,008236385755,0,375311,38.99,zero
7757,HILMN,56,77404,RAWL TAPR FHP 1/4X4,008236385779,0,375313,50.99,zero
7758,HILMN,56,77405,RAWL TAPR FPH 1/4X5,008236680188,0,375314,71.99,zero
7759,HILMN,56,77475,HX LAG SCRW Z 1/2X10,008236085518,0,230152,66.99,zero
7760,HILMN,56,77487,USS HX CP GR.5 1/4X4 1/2,008236076936,0,200048,41.99,zero
7761,HILMN,56,77488,USS HX CP GR.5 1/4X5,008236076943,0,200051,46.99,zero
7762,HILMN,56,77490,USS HX CP GR.5 1/4X6,008236076967,0,200057,54.99,zero
7763,HILMN,56,77492,USS HX CP GR5 5/16X4-1/2,008236077148,0,200102,32.99,zero
7764,HILMN,56,77493,USS HX CP GR.5 5/16X5,008236077155,0,200105,34.99,zero
7765,HILMN,56,77495,USS HX CP GR.5 5/16X6,008236077179,0,200111,41.99,zero
7766,HILMN,56,77554,HX CP G8 NC Y 5/16X3 1/2,008236081589,0,220095,28.99,zero
7767,HILMN,56,77562,HX CP G8 NC Y 3/8X4 1/2,008236081824,0,220160,54.99,zero
7768,HILMN,56,77564,HX CP G8 NC Y 7/16X3 1/2,008236082005,0,220196,27.99,zero
7769,SPEC,56,77666,PAN COMBO A SMS 10X3/4,008236055719,0,74048,7.29,zero
7770,NEW,56,77676,PAN COMBO A SMS 12X3/4,008236055764,0,74066,10.49,zero
7771,HILMN,56,78557,PHIL FH WS BR 6X1 1/4,008236117219,0,385662,16.99,zero
7772,HILMN,56,78558,PHIL FH WS BR 10X2,008236117448,0,385758,40.99,zero
7773,HILMN,56,78559,PHIL FH WS BR 10X2 1/2,008236117455,0,385760,44.99,zero
7774,HILMN,56,78560,PHIL FH WS BR 10X3,008236117462,0,385762,52.99,zero
7775,NEW,56,78565,PHIL FH WS BR 12X2 1/2,008236117530,0,385780,55.99,zero
7776,HILMN,56,78568,FLAT WASHER SAE #12,008236166095,0,280055,3.69,zero
7777,HILMN,56,78570,SPLIT LOCKWASH Z  N012,008236090475,0,300016,3.19,zero
7778,HILMN,56,78640,TEKSC PH FH 10-24X1,008236127331,0,560661,16.99,zero
7779,UNKWN,56,78641,TEKSC PH FH 10-24X1 7/16,008236127355,0,560663,22.99,zero
7780,HILMN,56,78642,1#FH SDS W/WNG 1/4X2-3/4,008236766332,0,560673,59.99,zero
7781,06W01,56,78691,CONCRETE SCREW INSTL SET,008236433173,0,375009,12.49,zero
7782,HILMN,56,78778,"ANCHR DROPIN 1/4""-20B100",008236109054,0,372080,38.99,zero
7783,HILMN,56,78779,DROP-IN ANCHOR  3/8,008236109092,0,372082,28.99,zero
7784,HILMN,56,78780,DROP-IN ANCHOR  1/2,008236109078,0,372083,49.99,zero
7785,HILMN,56,78783,EXPANDETS WHITE 1IN,008236765663,0,370704,6.79,zero
7786,HILMN,56,78785,EXPANDETS GREEN 1IN,008236766011,0,370720,8.49,zero
7787,HILMN,56,78787,EXPANDETS GREEN 1 1/2IN,008236766066,0,370723,9.49,zero
7788,HILMN,56,78789,EXPANDETS BLUE 1 1/2IN,008236766097,0,370731,13.49,zero
7789,HILMN,56,78790,PLASTIC TOGGLE 1/8 MINI,008236381306,0,375366,15.99,zero
7790,HILMN,56,78792,PLASTIC TOGGLE 3/8 MED.,008236381313,0,375370,17.99,zero
7791,HILMN,56,78793,PLASTIC TOGGLE 5/8 LARGE,008236381320,0,375374,18.49,zero
7792,HILMN,56,78797,NYLON ANC TRUSS3/16X1,008236107920,0,370525,16.49,zero
7793,HILMN,56,78799,NYLON ANC TRUSS 1/4X1,008236108002,0,370549,17.99,zero
7794,HILMN,56,78800,NYLON ANC TRUSS 1/4X11/2,008236108033,0,370558,19.99,zero
7795,HILMN,56,78801,NYLON ANC TRUSS 1/4X2,008236108064,0,370567,26.99,zero
7796,HILMN,56,78802,NYLON ANC TRUSS 1/4X3,008236108088,0,370573,37.99,zero
7797,08L08,56,78817,ACE COMMON NAIL12D3.251#,082901197317,2,78817,5.59,minimal
7798,08L07,56,78824,"ACE CASING NAIL 3"" 1#",082901196259,1,78824,6.99,minimal
7799,08L08,56,78827,"ACE DRYWALL NAIL1-3/8""1#",082901195979,3,78827,5.99,minimal
7800,08L08,56,78828,ACE DRYWALL NAIL 1-3/85#,082901195962,2,78828,16.99,minimal
7801,08L08,56,78829,ACE DECK NAIL 8D2.5SPL1#,082901195610,0,78829,6.99,zero
7802,08L08,56,78830,"ACE DECK NAIL 10D 3""HG1#",082901195665,2,78830,6.99,minimal
7803,08L08,56,78832,"ACE DECK NAIL16D3.5""ST1#",082901195757,0,78832,6.99,zero
7804,08L08,56,78840,ACE COMON NAIL12D3.255#,082901197300,2,78840,16.99,minimal
7805,08L07,56,78862,ACE SINKER NAIL12D3-1/8,082901197553,2,78862,11.99,minimal
7806,08L08,56,78866,"ACE DECK NAIL8D2.5""HG 5#",082901195603,1,78866,19.99,minimal
7807,08L08,56,78869,"ACE DECK NAIL16D3.5""HG5#",082901195740,1,78869,19.99,minimal
7808,08L08,56,78872,"ACE POLE NAIL40D 5""RS 5#",082901199052,1,78872,17.99,minimal
7809,06L08,50,78907,ROD THREAD 10-24X12 GRN,053538101046,0,11004,2.29,zero
7810,06L08,50,78908,ROD THREAD 1/4X12 STL BL,053538101060,0,11007,2.29,zero
7811,06L08,50,78909,ROD THREAD 5/16X12STL RE,040395100121,0,11012,2.49,zero
7812,06L08,50,78910,ROD THREAD 3/8X12STL YEL,053538101084,0,11016,2.59,zero
7813,06L08,50,78911,ROD THREAD 1/2X12STL BLU,053538101107,0,11025,3.59,zero
7814,06L08,50,78913,ROD THREAD 5/8X24STL RED,053538102135,0,11032,7.99,zero
7815,06L08,50,78914,ROD THREAD3/4X24STL YELO,053538102142,0,11037,9.99,zero
7816,06L08,50,78921,"ROD THREADED SS 1/4X36""",053538133061,0,11546,9.59,zero
7817,06L08,50,78922,"ROD THREADED SS 5/16X36""",053538133078,0,11549,12.99,zero
7818,06L08,50,78923,"ROD THREADED SS 3/8X36""",053538133085,0,11551,14.99,zero
7819,06L08,50,78924,"ROD THREADED SS 1/2X36""",053538133108,0,11554,19.99,zero
7820,HILMN,56,78988,STOP NTS Z      10-32,008236072853,0,180144,6.29,zero
7821,24END,50,79066,KEY LIGHT ASSORTED,029069751470,2,KC166,5.99,minimal
7822,NEW,50,79070,KEY TAG ID W/RING ASST,085721169007,0,KB138-200,0.39,zero
7823,NEW,50,79071,"RING KEY 7/8"" ""GIVEAWAY",029069750473,0,KB100,0.15,zero
7824,06R05,50,79101,"QUICK LINK 1/8"" ZINC",020418201646,4,T7645106V,1.79,minimal
7825,02L01,50,79151,SOCKET POLE BRASS CD2,077355000399,1,BC-0039-3,3.99,minimal
7826,06R08,50,79192,"SIGN NO PARK12X18"" ALUM",029069106270,0,HW-1,17.99,zero
7827,06R08,50,79194,"SIGN STOP 18"" ALUM",029069113858,0,HW-31,33.99,zero
7828,06R08,50,79195,"SIGN PULL 2X8"" ALUM",084100000344,0,434,1.99,zero
7829,06R08,50,79196,"SIGN REST ROOM 2X8"" ALUM",084100000375,0,437,1.99,zero
7830,06R08,50,79197,"SIGN BEWARE DOG2X8""ALUM",084100000412,0,441,1.99,zero
7831,06R08,50,79198,"SIGN PUSH 2X8"" ALUM",084100000351,0,435,1.99,zero
7832,06R08,50,79199,"SIGN LADIES 2X8"" ALUM",084100000184,0,418,1.99,zero
7833,06R08,50,79200,"SIGN GENTLEMEN 2X8"" ALUM",084100000153,0,415,1.99,zero
7834,06R08,50,79201,"SIGN EMPLOYEES ONLY2X8""",084100000092,0,409,1.99,zero
7835,06R08,50,79202,"SIGN NO SMOKING 2X8""ALUM",084100000269,0,426,1.99,zero
7836,06R08,50,79204,"SIGN OFFICE 2X8"" ALUM",084100000313,0,431,1.99,zero
7837,06R08,50,79205,"SIGN PRIVATE 2X8"" ALUM",840331,0,433,1.99,zero
7838,06R08,50,79206,"SIGN NO SOLICITORS 2X8""",084100000276,0,427,1.99,zero
7839,06R08,50,79207,"SIGN EXIT 2X8"" ALUM",084100000115,0,411,1.99,zero
7840,06R08,50,79208,"SIGN IN ARROW 2X8"" ALUM",084100000023,0,402,1.99,zero
7841,06R08,50,79209,SIGN GARAGE SALE PLAST,029069031039,0,YP-3,1.99,zero
7842,06R08,50,79215,"NUMBER""1""REFLECT 1-1/4""",084100003642,0,RV-15/1,0.79,zero
7843,06R08,50,79216,"NUMBER""2""REFLECT 1-1/4""",084100003659,0,RV-15/2,0.79,zero
7844,06R08,50,79217,"NUMBER""3""REFLECT 1-1/4""",084100003666,0,RV-15/3,0.79,zero
7845,06R08,50,79218,"NUMBER""4""REFLECT 1-1/4""",084100003673,0,RV-15/4,0.79,zero
7846,06R07,50,79219,"NUMBER""5""REFLECT 1-1/4""",084100003680,0,RV-15/5,0.79,zero
7847,06R08,50,79220,"NUMBER""6""REFLECT 1-1/4""",084100003697,0,RV-15/6,0.79,zero
7848,06R08,50,79221,"NUMBER""7""REFLECT 1-1/4""",084100003703,0,RV-15/7,0.79,zero
7849,06R08,50,79222,"NUMBER""8""REFLECT 1-1/4""",084100003710,0,RV-15/8,0.79,zero
7850,06R08,50,79223,"NUMBER""9""REFLECT 1-1/4""",084100003727,0,RV-15/9,0.79,zero
7851,06R08,50,79225,"NUMBER""1""REFLECT 2""VINYL",084100004038,0,RV-25/1,0.99,zero
7852,06R08,50,79226,"NUMBER""2""REFLECT 2""VINYL",084100004045,0,RV-25/2,0.99,zero
7853,06R08,50,79227,"NUMBER""3""REFLECT 2""VINYL",084100004052,0,RV-25/3,0.99,zero
7854,06R08,50,79228,"NUMBER""4""REFLECT 2""VINYL",084100004069,0,RV-25/4,0.99,zero
7855,06R08,50,79229,"NUMBER""5""REFLECT 2""VINYL",084100004076,0,RV-25/5,0.99,zero
7856,06R08,50,79230,"NUMBER""6""REFLECT 2""VINYL",084100004083,0,RV-25/6,0.99,zero
7857,06R08,50,79231,"NUMBER""7""REFLECT 2""VINYL",084100004090,0,RV-25/7,0.99,zero
7858,06R08,50,79232,"NUMBER""8""REFLECT 2""VINYL",084100004106,0,RV-25/8,0.99,zero
7859,06R08,50,79233,"NUMBER""9""REFLECT 2""VINYL",084100004113,0,RV-25/9,0.99,zero
7860,06R07,50,79235,"NUMBER""1""REFLECT 3""VINYL",084100004427,0,RV-50/1,1.39,zero
7861,06R07,50,79236,"NUMBER""2""REFLECT 3""VINYL",084100004434,0,RV-50/2,1.39,zero
7862,06R07,50,79237,"NUMBER""3""REFLECT 3""VINYL",084100004441,0,RV-50/3,1.39,zero
7863,06R07,50,79238,"NUMBER""4""REFLECT 3""VINYL",084100004458,0,RV-50/4,1.39,zero
7864,06R07,50,79239,"NUMBER""5""REFLECT 3""VINYL",084100004465,0,RV-50/5,1.39,zero
7865,06R07,50,79240,"NUMBER""6""REFLECT 3""VINYL",084100004472,0,RV-50/6,1.39,zero
7866,06R07,50,79241,"NUMBER""7""REFLECT 3""VINYL",084100004489,0,RV-50/7,1.39,zero
7867,06R07,50,79242,"NUMBER""8""REFLECT 3""VINYL",084100004496,0,RV-50/8,1.39,zero
7868,06R07,50,79243,"NUMBER""9""REFLECT 3""VINYL",084100004502,0,RV-50/9,1.39,zero
7869,UNKWN,50,79245,"NUMBER""1""GOLD1-3/16""ALUM",084100002478,0,GR-10-1,0.99,zero
7870,UNKWN,50,79246,"NUMBER""2""GOLD1-3/16""ALUM",084100002485,0,GR-10/2,0.99,zero
7871,UNKWN,50,79247,"NUMBER""3""GOLD1-3/16""ALUM",084100002492,0,GR-10/3,0.99,zero
7872,UNKWN,50,79248,"NUMBER""4""GOLD1-3/16""ALUM",084100002508,0,GR-10/4,0.99,zero
7873,UNKWN,50,79249,"NUMBER""5""GOLD1-3/16""ALUM",084100002515,0,GR-10/5,0.99,zero
